iter	RMSE
855	878.6374709
856	878.5529737
857	878.3386466
858	878.2588658
859	878.1799862
860	877.9636837
861	877.8539758
862	877.7379572
863	877.6222721
864	877.4294039
865	877.284852
866	877.1157207
867	876.9724669
868	876.7406163
869	876.5512806
870	876.4416353
871	876.2688483
872	876.0749483
873	875.8807996
874	875.7613973
875	875.5504414
876	875.4680535
877	875.2774727
878	875.0574114
879	874.9038974
880	874.7670437
881	874.7008761
882	874.6186163
883	874.3706851
884	874.1605041
885	873.9881328
886	873.8403901
887	873.6154554
888	873.4565735
889	873.3931846
890	873.314277
891	873.0673338
892	872.8782067
893	872.7158344
894	872.6132808
895	872.4583277
896	872.3751015
897	872.215858
898	872.0573682
899	871.9377884
900	871.7007041
901	871.6308558
902	871.4359785
903	871.2416638
904	871.0380895
905	870.8824052
906	870.6612381
907	870.443887
908	870.2927931
909	870.1269029
910	869.9587826
911	869.7860284
912	869.5741465
913	869.4892256
914	869.2739927
915	869.1797774
916	868.995073
917	868.8810963
918	868.8117866
919	868.653881
920	868.5141839
921	868.3545445
922	868.1207371
923	867.9670721
924	867.7739655
925	867.6478991
926	867.4706863
927	867.3565979
928	867.1997394
929	866.9921535
930	866.7842246
931	866.6387372
932	866.4665534
933	866.4068114
934	866.2698284
935	866.0484018
936	865.892848
937	865.7090547
938	865.5597538
939	865.4692983
940	865.2432416
941	865.1321872
942	864.9491449
943	864.8272233
944	864.658327
945	864.5158717
946	864.3582808
947	864.2507376
948	864.1187163
949	863.8544252
950	863.7203282
951	863.5752046
952	863.362084
953	863.2059927
954	863.1201821
955	863.0628249
956	862.8676147
957	862.7871708
958	862.6638193
959	862.4911572
960	862.3457531
961	862.3025453
962	862.1647372
963	861.9318586
964	861.793591
965	861.5727044
966	861.4701236
967	861.3855901
968	861.2296603
969	861.0486623
970	860.7741217
971	860.7371988
972	860.567431
973	860.3991589
974	860.2975578
975	860.1868259
976	859.990695
977	859.8769111
978	859.7594355
979	859.6320048
980	859.4533639
981	859.290712
982	859.0583225
983	858.9009002
984	858.7527129
985	858.6032546
986	858.458264
987	858.3328199
988	858.1279247
989	858.0332552
990	857.8473002
991	857.7619048
992	857.5113902
993	857.2349379
994	857.1061164
995	856.8487954
996	856.6801441
997	856.5431218
998	856.3800481
999	856.2286375
